StartDate,lognumber,runID,run_type,production_target_type,optics_target_type,url,StartTimestamp,comment_text,fulltitle
2019-12-07,3748081,2414,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748081, Fri Dec 6 23:51:06 EST 2019,1,"Start_Run_2414,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ with T1=T2=T6=1, raster 8X8 4AX=4EX=1.7, 4AY=4EY=-0.37"
2019-12-07,3748075,21503,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748075, Fri Dec 6 23:37:10 EST 2019,1,"Start_Run_21503,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ wit T1=T2=T6=1, raster 8.8X2.9, 4AX=4EX=1.5, 4AY=4EY=-0.37"
2019-12-07,3748062,21502,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748062, Fri Dec 6 23:20:03 EST 2019,1,"Start_Run_21502,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ wit T1=T2=T6=1, raster 8X8, 4AX=4EX=1.3, 4AY=4EY=-0.37"
2019-12-07,3748060,2412,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748060, Fri Dec 6 23:20:05 EST 2019,1,"Start_Run_2412,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ with T1=T2=T6=1, raster 8X8 4AX=4EX=1.3, 4AY=4EY=-0.37"
2019-12-07,3748056,21501,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748056, Fri Dec 6 23:12:25 EST 2019,1,"Start_Run_21501,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ wit T1=T2=T6=1, raster 8X8, 4AX=4EX=0.9, 4AY=4EY=-0.37"
2019-12-07,3748052,2411,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748052, Fri Dec 6 23:12:35 EST 2019,1,"Start_Run_2411,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ with T1=T2=T6=1, raster 8X8 4AX=4EX=0.9, 4AY=4EY=-0.37"
2019-12-07,3748051,21500,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748051, Fri Dec 6 23:09:19 EST 2019,1,"Start_Run_21500,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ wit T1=T2=T6=1, raster 8X8, 4AX=4EX=0.9, 4AY=4EY=-0.37"
2019-12-07,3748048,2410,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748048, Fri Dec 6 23:09:17 EST 2019,1,"Start_Run_2410,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ with T1=T2=T6=1, raster 8X8 4AX=4EX=0.9, 4AY=4EY=-0.37"
2019-12-07,3748041,21499,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748041, Fri Dec 6 23:02:51 EST 2019,1,"Start_Run_21499,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ wit T1=T2=T6=1, raster 8X8, 4AX=4EX=0.3, 4AY=4EY=-0.37"
2019-12-07,3748040,2409,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748040, Fri Dec 6 23:02:49 EST 2019,1,"Start_Run_2409,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ with T1=T2=T6=1, raster 8X8 4AX=4EX=0.3, 4AY=4EY=-0.37"
2019-12-07,3748026,21498,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748026, Fri Dec 6 22:37:19 EST 2019,1,"Start_Run_21498,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ wit T1=T2=T6=1, raster 8.8X2.9, 4AX=4EX=0.3, 4AY=4EY=-0.37"
2019-12-07,3748021,2408,Spot++,Carbon Hole,Home,https://logbooks.jlab.org/entry/3748021, Fri Dec 6 22:37:17 EST 2019,1,"Start_Run_2408,Run_type=Spot++,production_target_type=Carbon Hole,optics_target_type=Home,comment_text=Spot++ with T1=T2=T6=1, raster 8.8X2.9 4AX=4EX=0.3, 4AY=4EY=-0.37"
2019-12-07,3748011,21497,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3748011, Fri Dec 6 22:18:45 EST 2019,1,"Start_Run_21497,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, raster 8.8X2.9, 4AX=4EX=0.3, 4AY=4EY=-0.37"
2019-12-07,3748007,2407,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3748007, Fri Dec 6 22:18:45 EST 2019,1,"Start_Run_2407,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, raster 8.8X2.9 4AX=4EX=0.3, 4AY=4EY=-0.37"
2019-12-07,3748006,21496,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3748006, Fri Dec 6 22:16:09 EST 2019,1,"Start_Run_21496,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, raster 8.8X2.9, 4AX=4EX=0.3, 4AY=4EY=-0.37"
2019-12-07,3748004,2406,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3748004, Fri Dec 6 22:16:09 EST 2019,1,"Start_Run_2406,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, raster 8.8X2.9 4AX=4EX=0.3, 4AY=4EY=-0.37"
2019-12-07,3747997,21495,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747997, Fri Dec 6 22:07:43 EST 2019,1,"Start_Run_21495,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, raster 8.8X2.9, 4AX=4EX=0.2, 4AY=4EY=-0.37"
2019-12-07,3747996,2405,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747996, Fri Dec 6 22:07:42 EST 2019,1,"Start_Run_2405,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, raster 8.8X2.9 4AX=4EX=0.2, 4AY=4EY=-0.37"
2019-12-07,3747986,21494,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747986, Fri Dec 6 21:48:39 EST 2019,1,"Start_Run_21494,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, raster 8.9X2.9, 4AX=4EX=0.2, 4AY=4EY=-0.3"
2019-12-07,3747983,2404,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747983, Fri Dec 6 21:48:37 EST 2019,1,"Start_Run_2404,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, raster 8.9X2.9 4AX=4EX=0.2, 4AY=4EY=-0.3"
2019-12-07,3747981,21493,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747981, Fri Dec 6 21:36:27 EST 2019,1,"Start_Run_21493,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, raster 8.9X2.9, 4AX=4EX=0.2, 4AY=4EY=-0.3"
2019-12-07,3747977,2403,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747977, Fri Dec 6 21:36:30 EST 2019,1,"Start_Run_2403,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, raster 8.9X2.9 4AX=4EX=0.2, 4AY=4EY=-0.3"
2019-12-07,3747976,21492,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747976, Fri Dec 6 21:29:33 EST 2019,1,"Start_Run_21492,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, raster 8.9X2.9, 4AX=4EX=0.2, 4AY=4EY=-0.3"
2019-12-07,3747973,2402,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747973, Fri Dec 6 21:29:37 EST 2019,1,"Start_Run_2402,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, raster 8.9X2.9 4AX=4EX=0.2, 4AY=4EY=-0.3"
