2508 0.135277 0.0491612 -0.239677 0.0339463 0.140418 0.0515287 -0.238847 0.0288932 1.01373
21588 0.135298 0.0493312 -0.239689 0.0340733 0.140572 0.0516005 -0.238923 0.0289932 1.01382
21589 0.101513 0.0317261 -0.195942 0.0226357 0.102267 0.0319383 -0.195698 0.0196412 1.00662
2509 0.101493 0.0317388 -0.195969 0.0226347 0.102245 0.0319485 -0.19572 0.019641 1.00661
2512 0.0965873 0.0318925 -0.195688 0.0260827 0.0977915 0.0336325 -0.19734 0.0212844 0.991985
21592 0.096578 0.0320588 -0.195557 0.0261956 0.0977838 0.0338111 -0.197191 0.0213452 0.991869
2513 -0.883811 0.0708299 -0.220643 0.0626704 -0.890364 0.0599625 -0.219118 0.0490075 1.01785
21593 -0.883959 0.0711755 -0.220899 0.0628978 -0.89063 0.0602288 -0.219461 0.049131 1.01776
2514 1.09796 0.020885 -0.199187 0.00861053 1.09809 0.0215048 -0.201861 0.00788078 1.01853
21594 1.09812 0.0209469 -0.199198 0.00865713 1.09811 0.0216283 -0.201834 0.00790739 1.01848
2517 0.0884764 0.0252795 -0.203606 0.0109734 0.0873269 0.025383 -0.205939 0.00909429 1.00446
21597 0.0885677 0.0253347 -0.203592 0.0110026 0.087401 0.0254288 -0.205932 0.00911811 1.00449
2518 0.0976305 0.0262131 -0.198674 0.0403955 0.0990752 0.027235 -0.19994 0.0283798 0.997772
21598 0.0982455 0.025999 -0.19858 0.0410836 0.0997633 0.0269419 -0.199872 0.0288392 0.997948
2520 0.11787 0.0368627 -0.199329 0.0149176 0.119255 0.0392698 -0.199287 0.0118985 1.00885
21600 0.117603 0.036839 -0.199324 0.0149819 0.118929 0.0392333 -0.199201 0.0119278 1.00881
2523 0.0975967 0.0213003 -0.197916 0.0107987 0.0962599 0.0195731 -0.196261 0.010418 1.01675
21603 0.0970515 0.0213102 -0.198 0.0109094 0.095651 0.0194966 -0.196361 0.0104463 1.01665
21604 0.102718 0.0168284 -0.202918 0.00844516 0.103419 0.0164119 -0.204704 0.00910089 1.01461
2524 0.102186 0.0163616 -0.202944 0.00838872 0.10286 0.0159374 -0.204893 0.0091114 1.01525
21605 0.0975624 0.0239994 -0.199986 0.00905866 0.0971664 0.023243 -0.20038 0.00699995 1.0164
2525 0.097554 0.0239742 -0.200027 0.00905057 0.0971294 0.0231797 -0.20038 0.00700679 1.01649
21606 0.102716 0.0201436 -0.202793 0.0102774 0.100694 0.0220839 -0.203701 0.0101198 1.01645
2526 0.100129 0.0177688 -0.204623 0.0100638 0.0977949 0.020774 -0.205515 0.00873163 1.01501
21607 0.11958 0.0291271 -0.181113 0.0331522 0.102318 0.0316744 -0.169206 0.0341121 1.0019
2527 0.118398 0.0302924 -0.180125 0.0323626 0.103529 0.0314378 -0.169365 0.0338343 1.00259
21608 0.0931954 0.0217972 -0.200171 0.0118087 0.0907012 0.0273083 -0.201212 0.0101647 1.01177
2528 0.0927842 0.0219335 -0.200061 0.0119491 0.0902643 0.0275319 -0.201275 0.0101877 1.01193
21609 0.10025 0.0290528 -0.207895 0.0113234 0.0986595 0.0308341 -0.210195 0.0117297 1.00345
2529 0.101342 0.028711 -0.207708 0.011336 0.0997441 0.030496 -0.210338 0.011789 1.00359
2530 0.113382 0.0238543 -0.197878 0.0465602 0.114913 0.024024 -0.196355 0.0339201 1.003
21610 0.113388 0.0242426 -0.19798 0.0472914 0.115457 0.0240879 -0.196209 0.0344747 1.00216
21611 0.109656 0.0187293 -0.201647 0.00947702 0.106948 0.0157484 -0.203021 0.00951144 1.01767
2531 0.110055 0.0183085 -0.202343 0.00903512 0.107567 0.0150301 -0.203769 0.00883787 1.01742
21612 0.116682 0.0174012 -0.203723 0.00857336 0.117178 0.018135 -0.202528 0.00889879 1.01315
2532 0.1168 0.016796 -0.203495 0.0085726 0.117338 0.0176111 -0.202146 0.0086787 1.01353
21613 0.109048 0.0322093 -0.206142 0.0120575 0.109555 0.0332272 -0.205015 0.0104369 1.01263
2533 0.108985 0.0326459 -0.205858 0.0121673 0.109629 0.0334906 -0.204875 0.0105909 1.01247
21614 0.105583 0.0252702 -0.199581 0.0559481 0.1027 0.0255226 -0.199499 0.0456432 1.0079
2534 0.105118 0.0253769 -0.200343 0.0570095 0.102146 0.0256897 -0.200068 0.0465284 1.00748
21615 0.109972 0.0189809 -0.1994 0.00747404 0.114234 0.0226039 -0.198338 0.00723976 1.01702
2535 0.109812 0.0186451 -0.199783 0.00710533 0.114587 0.0228259 -0.198736 0.00691645 1.01708
21616 0.075411 0.0301886 -0.190276 0.0108918 0.0750088 0.0307834 -0.19378 0.0104201 1.01742
2536 0.0745243 0.0297418 -0.190062 0.0108704 0.0742549 0.0304959 -0.19365 0.0104202 1.01804
21617 0.113403 0.0195067 -0.200986 0.0105429 0.115928 0.0203209 -0.202974 0.0114824 1.01502
2537 0.113245 0.0199447 -0.200834 0.0107729 0.115664 0.0206787 -0.202699 0.0116479 1.01537
2538 0.128273 0.0409286 -0.226365 0.049968 0.124685 0.0422963 -0.220925 0.0369576 0.998543
21618 0.127843 0.041226 -0.226152 0.0500118 0.124208 0.0426968 -0.220935 0.0369554 0.998543
21619 0.075752 0.0188876 -0.177797 0.0100336 0.0739473 0.0191846 -0.182917 0.00852386 0.997368
2539 0.0758834 0.0188676 -0.178024 0.0101122 0.0742925 0.0192675 -0.18305 0.00856086 0.997565
2540 0.0932207 0.0285401 -0.201357 0.0175242 0.0953186 0.0306548 -0.200076 0.0163003 1.00836
21620 0.0932945 0.0283383 -0.201478 0.0176355 0.0954597 0.0305541 -0.200225 0.0163598 1.00831
2541 0.100443 0.0249251 -0.197074 0.0103034 0.101211 0.0230306 -0.19519 0.0106994 1.00059
21621 0.0996715 0.0254503 -0.196924 0.0103077 0.100602 0.0234054 -0.1952 0.0106501 1.0009
2542 0.0900048 0.0194665 -0.199076 0.00836534 0.0914452 0.0202296 -0.200187 0.011327 1.01105
21622 0.0904869 0.0199668 -0.199217 0.00828698 0.0917775 0.0207242 -0.200377 0.0112483 1.01105
2543 0.111483 0.025297 -0.200896 0.0507525 0.111566 0.0212908 -0.20127 0.0361193 1.00777
21623 0.111314 0.025444 -0.200918 0.0511236 0.111452 0.0214273 -0.201316 0.0363794 1.00759
21624 0.0964883 0.0238116 -0.201543 0.00902754 0.0982346 0.0203637 -0.202612 0.00813753 1.011
2544 0.0970223 0.0239056 -0.201459 0.00906492 0.0986139 0.0205042 -0.202653 0.00824285 1.01076
2545 0.123766 0.0196667 -0.197751 0.0091638 0.128771 0.0222759 -0.196431 0.00983035 1.0014
21625 0.12394 0.0196887 -0.197605 0.00909337 0.128963 0.0223058 -0.196269 0.0097456 1.00121
2550 0.112855 0.0284143 -0.208307 0.0775943 0.109418 0.027681 -0.203519 0.0224772 1.00699
21626 0.113239 0.028372 -0.208229 0.0781262 0.109646 0.0277542 -0.203268 0.0225084 1.00667
2551 0.202108 0.0194657 -0.100004 0.0109822 0.20196 0.0201938 -0.101633 0.0109766 1.01
21627 0.202021 0.0195066 -0.0999629 0.0110392 0.201966 0.0202059 -0.101526 0.0110202 1.00984
2552 0.204484 0.0284383 -0.296691 0.0448732 0.207013 0.0297292 -0.296775 0.0352317 1.00003
21628 0.204449 0.0285778 -0.296644 0.0450925 0.20703 0.029878 -0.296777 0.0354053 0.999978
2553 0.00188377 0.022052 -0.301002 0.00810213 0.00205754 0.024056 -0.299072 0.00873169 1.00715
21629 0.00183388 0.0221717 -0.301079 0.00811995 0.00196727 0.0241656 -0.299102 0.00878082 1.00705
21630 0.00601564 0.0183945 -0.100615 0.022595 0.00514144 0.0203758 -0.098595 0.0158308 1.00868
2554 0.00601736 0.0184338 -0.100641 0.022638 0.00515966 0.0204188 -0.0985982 0.015846 1.00857
2556 0.115317 0.0205463 -0.206987 0.026916 0.113422 0.0191074 -0.20418 0.0204129 1.03437
21632 0.115355 0.020579 -0.207085 0.0269474 0.113395 0.0191365 -0.204271 0.020418 1.03436
2557 0.207688 0.0252997 -0.104058 0.0287141 0.205763 0.0259205 -0.104222 0.0222804 1.03255
21633 0.207787 0.0254048 -0.104018 0.0288084 0.205926 0.0259059 -0.104154 0.0223734 1.03243
2558 0.202593 0.0214381 -0.3008 0.0528897 0.201488 0.0214451 -0.298388 0.0406559 1.02915
21634 0.202348 0.0214951 -0.300899 0.0532623 0.201263 0.0215218 -0.298542 0.0409159 1.02929
2559 0.010281 0.0187719 -0.304294 0.00981526 0.00893478 0.0214522 -0.302217 0.00877804 1.03193
21635 0.0100085 0.0186131 -0.304389 0.00983232 0.00857742 0.0212625 -0.302492 0.00840236 1.03193
2560 -0.000962923 0.0226477 -0.106645 0.0723555 -0.00263733 0.0179393 -0.103179 0.0122275 1.02898
21636 -0.0012493 0.022732 -0.107062 0.0731875 -0.0029432 0.0178919 -0.103239 0.0123108 1.02882
2561 -0.00117961 0.0247917 -0.100002 0.0107183 -0.00125075 0.025137 -0.100502 0.00901367 1.03083
21637 -0.00387981 0.0249085 -0.101446 0.0103136 -0.00363117 0.0252441 -0.101369 0.00912829 1.03047
2562 -0.0010399 0.029223 -0.296966 0.0618083 -0.00421812 0.0248895 -0.292587 0.0516185 1.02727
21638 -0.00157024 0.0292677 -0.297092 0.0624394 -0.00472901 0.0248083 -0.292586 0.0521479 1.02726
2563 0.203793 0.0249621 -0.295379 0.0187432 0.202546 0.0264042 -0.295822 0.0182976 1.02671
21639 0.203686 0.0251445 -0.295135 0.0187905 0.202403 0.0265857 -0.29567 0.0183931 1.02669
2564 0.214158 0.0233537 -0.100798 0.0114087 0.211911 0.023345 -0.0998315 0.0112469 1.02413
21640 0.214345 0.0232911 -0.100512 0.0112788 0.212216 0.0233312 -0.0996577 0.0112072 1.02421
2565 0.100644 0.0267157 -0.202094 0.0543757 0.0998949 0.0241384 -0.200362 0.0452183 1.02518
21641 0.100756 0.0268545 -0.202175 0.0547234 0.099932 0.0242884 -0.20042 0.0454914 1.02504
2566 0.0959965 0.0229508 -0.199639 0.00961635 0.0975301 0.0223873 -0.201759 0.00918639 1.03071
21642 0.0960326 0.0229584 -0.199612 0.00960637 0.0975509 0.0224041 -0.201761 0.00919517 1.0307
2567 0.192083 0.0191822 -0.103071 0.0327237 0.191225 0.0211254 -0.101219 0.0226759 1.03197
21643 0.192051 0.0191191 -0.103017 0.032624 0.191252 0.0209717 -0.1012 0.022612 1.03173
2568 0.197608 0.0215636 -0.299817 0.0105746 0.198273 0.023494 -0.300731 0.0089666 1.03927
21644 0.197613 0.021618 -0.299848 0.0105927 0.198303 0.0235495 -0.300712 0.00898523 1.03922
2569 -0.00513922 0.0199886 -0.304932 0.00747169 -0.00645996 0.0210356 -0.304638 0.00898198 1.04441
21645 -0.00533523 0.0198072 -0.304981 0.00743591 -0.00685857 0.0209042 -0.304473 0.00882153 1.04451
21646 -0.00502431 0.0153613 -0.103243 0.00824536 -0.00680014 0.0166345 -0.102317 0.0102315 1.04241
2570 -0.00514277 0.0154911 -0.103377 0.00820946 -0.00710435 0.0167448 -0.102169 0.0102831 1.04191
2579 0.12266 0.0720415 -0.185868 0.0242123 0.119113 0.072932 -0.181079 0.029104 0.501486
2638 -0.165746 0.306252 0.168621 0.401653 -0.177474 0.304012 0.128253 0.338091 0.277898
21703 -0.168524 0.30765 0.169844 0.404004 -0.18036 0.30533 0.128807 0.340007 0.277586
21715 -0.875583 0.622094 -0.497836 0.0669613 -0.921619 0.663025 -0.494543 0.0652301 2.93429
2650 -0.894717 0.617432 -0.497893 0.0678022 -0.940766 0.660042 -0.494829 0.0659578 2.93418
2651 -0.0811256 0.229287 -0.553112 0.0250893 0.0247208 0.285249 -0.552698 0.0240659 2.92234
21716 -0.0737379 0.226249 -0.553727 0.0249391 0.0334099 0.282777 -0.553286 0.0240328 2.92225
21717 -0.286219 0.0320221 -0.507352 0.0496233 -0.288421 0.0230322 -0.505619 0.0359171 2.92766
2652 -0.286147 0.0319652 -0.507332 0.0495093 -0.288344 0.0230065 -0.505609 0.0358342 2.92764
2653 0.662769 0.130596 -0.505457 0.0432915 0.681509 0.101632 -0.507215 0.0445822 2.91621
21718 0.662581 0.131224 -0.505282 0.0434681 0.681348 0.102118 -0.506913 0.0446969 2.91635
2654 -1.28438 0.06569 -0.499369 0.0578606 -1.293 0.0435977 -0.497565 0.0398728 2.90356
21719 -1.2848 0.0659384 -0.499494 0.0580142 -1.29326 0.0438273 -0.497677 0.0399744 2.90384
21720 -0.299697 0.0110607 0.502016 0.0108513 -0.298419 0.0107014 0.500442 0.0105486 3.00593
